dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
292266000,1979-04-06 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.26,,44.78,43.75,46.81,47.93,1016,,,91,7.29,2,,0.12,,,,100,500,Rain,light rain,10n
292269600,1979-04-06 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.17,,44.69,44.01,46.72,47.89,1015,,,91,6.55,353,,0.12,,,,100,500,Rain,light rain,10n
292273200,1979-04-06 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.14,,44.65,44.58,46.62,47.91,1015,,,91,5.44,335,,,,,,100,804,Clouds,overcast clouds,04n
292276800,1979-04-06 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,46.98,,44.78,45.52,46.44,47.7,1014,,,92,3.83,335,,,,,,100,804,Clouds,overcast clouds,04n
292280400,1979-04-06 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,46.83,,44.35,45.84,46.27,47.55,1013,,,91,3.27,320,,,,,,100,804,Clouds,overcast clouds,04n
292284000,1979-04-06 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.52,,45.32,45.93,47.08,48.15,1013,,,92,4.09,319,,,,,,100,804,Clouds,overcast clouds,04n
292287600,1979-04-06 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.48,,45.28,45.97,47.1,48.06,1013,,,92,3.98,315,,,,,,99,804,Clouds,overcast clouds,04d
292291200,1979-04-07 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.55,,45.63,47.55,47.01,48.24,1013,,,93,2.84,318,,,,,,88,804,Clouds,overcast clouds,04d
292294800,1979-04-07 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,48.07,,45.57,46.87,47.41,48.58,1014,,,91,3.71,321,,,,,,62,803,Clouds,broken clouds,04d
292298400,1979-04-07 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,49.1,,45.7,46.83,48.52,49.66,1015,,,88,5.55,328,,,,,,92,804,Clouds,overcast clouds,04d
292302000,1979-04-07 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.59,,47.84,58.32,58.51,60.28,1013,,,65,4.56,340,,,,,,95,804,Clouds,overcast clouds,04d
292305600,1979-04-07 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.29,,47.95,58.01,58.23,59.85,1013,,,66,4.88,335,,,,,,100,804,Clouds,overcast clouds,04d
292309200,1979-04-07 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.5,,48.15,58.26,58.57,59.94,1013,,,66,6.08,329,,,,,,100,804,Clouds,overcast clouds,04d
292312800,1979-04-07 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.75,,48.51,59.52,59.9,61.16,1012,,,64,5.19,325,,,,,,81,803,Clouds,broken clouds,04d
292316400,1979-04-07 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.31,,48.11,59.05,59.61,60.62,1011,,,64,4.21,331,,,,,,99,804,Clouds,overcast clouds,04d
292320000,1979-04-07 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.22,,48.02,58.95,59.47,60.57,1010,,,64,3.47,329,,,,,,96,804,Clouds,overcast clouds,04d
292323600,1979-04-07 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.03,,47.1,61.66,62.37,63.34,1010,,,56,1.81,341,,,,,,20,801,Clouds,few clouds,02d
292327200,1979-04-07 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.79,,53.01,57.22,57.02,58.42,1010,,,84,1.61,60,,,,,,14,801,Clouds,few clouds,02d
292330800,1979-04-07 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,55.74,,50.02,54.82,54.3,57.15,1011,,,81,3.09,120,,,,,,65,803,Clouds,broken clouds,04n
292334400,1979-04-07 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,53.28,,49.21,52.34,52.32,54.93,1012,,,86,3.87,200,,,,,,99,804,Clouds,overcast clouds,04n
292338000,1979-04-07 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,54.21,,49.17,53.24,53.87,54.79,1012,,,83,4.07,205,,,,,,47,802,Clouds,scattered clouds,03n
292341600,1979-04-07 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,54.05,,49.01,53.06,53.85,54.21,1012,,,83,4.27,192,,,,,,75,803,Clouds,broken clouds,04n
292345200,1979-04-07 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.15,,47.43,50.05,50.85,51.42,1012,,,87,4.09,211,,,,,,69,803,Clouds,broken clouds,04n
292348800,1979-04-07 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.98,,47.93,50.92,51.24,53.28,1012,,,86,5.97,245,,,,,,57,803,Clouds,broken clouds,04n
292352400,1979-04-07 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,55.18,,47.41,53.92,54.27,56.25,1012,,,75,6.55,266,,,,,,35,802,Clouds,scattered clouds,03n
292356000,1979-04-07 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.68,,47.39,55.38,56.19,57.02,1011,,,71,7.96,268,,,,,,4,800,Clear,sky is clear,01n
292359600,1979-04-07 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.26,,47.73,55.02,56.03,56.44,1011,,,73,10,268,,,,,,2,800,Clear,sky is clear,01n
292363200,1979-04-07 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.39,,48.22,55.2,56.28,56.48,1012,,,74,11.03,269,,,,,,4,800,Clear,sky is clear,01n
292366800,1979-04-07 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,52.07,,45.43,50.65,51.82,52.39,1011,,,78,11.3,270,,,,,,0,800,Clear,sky is clear,01n
292370400,1979-04-07 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.96,,47.86,56.7,57.34,58.64,1013,,,69,11.86,281,,,,,,0,800,Clear,sky is clear,01n
292374000,1979-04-07 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.33,,47.64,56.05,56.57,58.23,1014,,,70,12.44,284,,,,,,0,800,Clear,sky is clear,01d
292377600,1979-04-08 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.5,,46.47,55.09,55.63,57.52,1014,,,69,12.48,284,,,,,,0,800,Clear,sky is clear,01d
292381200,1979-04-08 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,55.76,,46.15,54.32,54.84,56.89,1015,,,70,13.06,291,,,,,,1,800,Clear,sky is clear,01d
292384800,1979-04-08 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.17,,46.15,54.73,55.42,57.29,1016,,,69,13.31,293,,,,,,64,803,Clouds,broken clouds,04d
292388400,1979-04-08 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,66.96,,39.87,65.08,66.2,68.02,1016,,,37,13.04,293,,,,,,80,803,Clouds,broken clouds,04d
292392000,1979-04-08 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,67.51,,38.93,65.61,66.94,68.38,1016,,,35,12.77,291,,,,,,96,804,Clouds,overcast clouds,04d
292395600,1979-04-08 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,67.26,,37.98,65.28,66.58,68.32,1016,,,34,13.42,291,,,,,,100,804,Clouds,overcast clouds,04d
292399200,1979-04-08 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,66.47,,38.73,64.51,66.04,67.37,1015,,,36,11.68,283,,,,,,100,804,Clouds,overcast clouds,04d
292402800,1979-04-08 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,65.59,,40.66,63.73,65.3,66.27,1015,,,40,12.19,275,,,,,,100,804,Clouds,overcast clouds,04d
292406400,1979-04-08 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,65.7,,41.38,63.9,65.43,66.36,1014,,,41,11.95,276,,,,,,100,804,Clouds,overcast clouds,04d
292410000,1979-04-08 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,66.47,,41.43,64.71,66.07,67.39,1014,,,40,10.42,279,,,,,,99,804,Clouds,overcast clouds,04d
292413600,1979-04-08 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.22,,38.26,58.01,59.92,60.67,1016,,,44,9.84,282,,,,,,97,804,Clouds,overcast clouds,04d
292417200,1979-04-08 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,62.08,,38.14,59.92,61.29,62.67,1017,,,41,9.64,288,,,,,,98,804,Clouds,overcast clouds,04n
292420800,1979-04-08 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,61.84,,36,59.52,60.89,62.53,1017,,,38,10.04,289,,,,,,97,804,Clouds,overcast clouds,04n
292424400,1979-04-08 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.03,,32.74,60.55,61.84,63.77,1019,,,32,10.71,294,,,,,,45,802,Clouds,scattered clouds,03n
292428000,1979-04-08 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,61.95,,29.68,59.22,60.44,62.94,1020,,,29,10.78,299,,,,,,10,800,Clear,sky is clear,01n
292431600,1979-04-08 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,55.2,,33.69,52.48,54.25,56.59,1021,,,44,10.38,302,,,,,,0,800,Clear,sky is clear,01n
292435200,1979-04-08 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,54.45,,33.01,51.66,53.26,56.25,1021,,,44,9.44,306,,,,,,0,800,Clear,sky is clear,01n
292438800,1979-04-08 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,53.76,,32.4,50.9,52.41,55.53,1020,,,44,7.83,311,,,,,,90,804,Clouds,overcast clouds,04n
292442400,1979-04-08 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,52.93,,32.2,50.04,51.4,54.52,1020,,,45,5.88,323,,,,,,84,803,Clouds,broken clouds,04n
292446000,1979-04-08 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.77,,34.29,48.04,50.04,51.49,1020,,,53,4.97,328,,,,,,8,800,Clear,sky is clear,01n
292449600,1979-04-08 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.18,,35.11,47.53,49.8,50.68,1021,,,56,2.71,349,,,,,,93,804,Clouds,overcast clouds,04n
292453200,1979-04-08 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,44.11,,26.42,44.11,42.96,45,1021,,,48,1.03,38,,,,,,38,802,Clouds,scattered clouds,03n
292456800,1979-04-08 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.9,,36.23,48.36,50.81,51.06,1021,,,57,2.84,47,,,,,,0,800,Clear,sky is clear,01n
292460400,1979-04-08 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,49.75,,34.7,49.75,48.96,51.85,1022,,,56,2.64,138,,,,,,1,800,Clear,sky is clear,01d
292464000,1979-04-09 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,48.61,,36.61,48.61,47.5,50.14,1022,,,63,1.97,150,,,,,,20,801,Clouds,few clouds,02d
292467600,1979-04-09 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.91,,35.94,46.65,46.89,48.85,1022,,,63,3.76,158,,,,,,91,804,Clouds,overcast clouds,04d
292471200,1979-04-09 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,49.93,,36.19,48.27,49.28,50.23,1023,,,59,4.76,175,,,,,,100,804,Clouds,overcast clouds,04d
292474800,1979-04-09 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.18,,37.18,60.98,62.89,63.52,1023,,,38,5.28,181,,,,,,100,804,Clouds,overcast clouds,04d
292478400,1979-04-09 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.05,,35.71,60.75,62.71,63.41,1022,,,36,6.26,187,,,,,,100,804,Clouds,overcast clouds,04d
292482000,1979-04-09 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,62.89,,35.56,60.57,62.55,63.25,1021,,,36,7.16,193,,,,,,100,804,Clouds,overcast clouds,04d
292485600,1979-04-09 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,62.47,,35.89,60.15,62.04,63.03,1020,,,37,7.83,193,,,,,,100,804,Clouds,overcast clouds,04d
292489200,1979-04-09 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,61.09,,36.61,58.78,60.48,62.08,1018,,,40,8.59,192,,,,,,100,804,Clouds,overcast clouds,04d
292492800,1979-04-09 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,62.51,,37.26,60.3,61.99,63.36,1017,,,39,9.01,188,,,,,,100,804,Clouds,overcast clouds,04d
292496400,1979-04-09 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.36,,41.09,61.47,62.82,64.13,1016,,,44,8.55,183,,,,,,100,804,Clouds,overcast clouds,04d
292500000,1979-04-09 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,58.44,,41.88,56.52,57.99,59.18,1016,,,54,8.3,183,,,,,,100,804,Clouds,overcast clouds,04d
292503600,1979-04-09 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.31,,42.21,57.43,58.71,60.15,1017,,,53,8.01,186,,,,,,100,804,Clouds,overcast clouds,04n
292507200,1979-04-09 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.14,,42.04,57.25,58.33,60.08,1017,,,53,8.03,189,,,,,,98,804,Clouds,overcast clouds,04n
292510800,1979-04-09 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,59.61,,41.99,57.72,58.98,60.55,1017,,,52,8.34,189,,,,,,99,804,Clouds,overcast clouds,04n
292514400,1979-04-09 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,58.64,,42.06,56.75,57.94,59.72,1017,,,54,7.92,193,,,,,,87,804,Clouds,overcast clouds,04n
292518000,1979-04-09 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.6,,41.4,49.66,50.27,53.1,1017,,,68,7.92,196,,,,,,91,804,Clouds,overcast clouds,04n
292521600,1979-04-09 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.46,,41.65,49.55,49.6,53.26,1016,,,69,7.54,195,,,,,,99,804,Clouds,overcast clouds,04n
292525200,1979-04-09 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.12,,41.68,49.23,48.97,53.04,1015,,,70,7.18,194,,,,,,100,804,Clouds,overcast clouds,04n
292528800,1979-04-09 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.61,,41.94,48.76,48.61,52.32,1015,,,72,6.49,198,,,,,,100,804,Clouds,overcast clouds,04n
292532400,1979-04-09 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.43,,42.48,48.65,48.36,52.21,1014,,,74,5.26,208,,,,,,97,804,Clouds,overcast clouds,04n
292536000,1979-04-09 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,49.17,,42.62,47.43,47.14,51.06,1014,,,78,4.7,211,,,,,,100,804,Clouds,overcast clouds,04n
292539600,1979-04-09 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,44.17,,40.26,41.56,42.57,45.66,1013,,,86,4.74,203,,,,,,97,804,Clouds,overcast clouds,04n
292543200,1979-04-09 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.22,,42.6,48.47,48.9,51.49,1013,,,75,4.88,200,,,,,,98,804,Clouds,overcast clouds,04n
292546800,1979-04-09 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,50.38,,41.7,48.51,49.12,51.49,1013,,,72,6.2,197,,,,,,0,800,Clear,sky is clear,01d
292550400,1979-04-10 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,52.16,,42.31,50.32,51.57,52.68,1012,,,69,5.88,202,,,,,,0,800,Clear,sky is clear,01d
292554000,1979-04-10 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,52.54,,41.92,50.65,52.23,52.81,1013,,,67,6.11,209,,,,,,0,800,Clear,sky is clear,01d
292557600,1979-04-10 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,53.6,,42.13,51.71,53.35,53.89,1012,,,65,6.82,219,,,,,,0,800,Clear,sky is clear,01d
292561200,1979-04-10 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.65,,42.01,72.23,73.53,73.83,1011,,,32,7.61,221,,,,,,0,800,Clear,sky is clear,01d
292564800,1979-04-10 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.35,,44.08,72.03,73.17,73.63,1010,,,35,8.16,229,,,,,,0,800,Clear,sky is clear,01d
292568400,1979-04-10 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.26,,45.45,72.01,73.04,73.56,1009,,,37,8.43,233,,,,,,0,800,Clear,sky is clear,01d
292572000,1979-04-10 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.33,,46.22,72.14,73.13,73.58,1008,,,38,8.28,229,,,,,,0,800,Clear,sky is clear,01d
292575600,1979-04-10 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.49,,47.05,72.37,73.33,73.69,1007,,,39,8.25,222,,,,,,0,800,Clear,sky is clear,01d
292579200,1979-04-10 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,73.63,,47.17,72.54,73.47,73.85,1006,,,39,8.25,217,,,,,,0,800,Clear,sky is clear,01d
292582800,1979-04-10 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,72.34,,51.57,71.53,72.03,72.7,1006,,,48,6.98,210,,,,,,0,800,Clear,sky is clear,01d
292586400,1979-04-10 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,66.92,,49.75,65.86,66.6,67.19,1006,,,54,4.27,186,,,,,,0,800,Clear,sky is clear,01d
292590000,1979-04-10 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,65.14,,50.47,64.13,64.2,66.27,1006,,,59,6.35,177,,,,,,0,800,Clear,sky is clear,01n
292593600,1979-04-10 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,65.57,,51.78,64.69,64.51,66.83,1007,,,61,7.43,179,,,,,,0,800,Clear,sky is clear,01n
292597200,1979-04-10 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,65.59,,52.23,64.76,64.15,67.01,1008,,,62,7.54,185,,,,,,0,800,Clear,sky is clear,01n
292600800,1979-04-10 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,64.92,,52.47,64.13,63.19,66.54,1008,,,64,7.81,189,,,,,,0,800,Clear,sky is clear,01n
292604400,1979-04-10 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.7,,50.2,56.75,55.65,59.54,1009,,,76,8.3,190,,,,,,0,800,Clear,sky is clear,01n
292608000,1979-04-10 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.88,,49.66,56.86,55.65,59.86,1008,,,74,8.66,193,,,,,,0,800,Clear,sky is clear,01n
292611600,1979-04-10 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.87,,49.28,56.79,55.51,59.94,1008,,,73,8.48,192,,,,,,0,800,Clear,sky is clear,01n
292615200,1979-04-10 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.72,,49.14,56.62,55.26,59.83,1008,,,73,7.05,192,,,,,,0,800,Clear,sky is clear,01n
292618800,1979-04-10 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.22,,49.01,56.12,54.99,59.32,1008,,,74,5.39,187,,,,,,0,800,Clear,sky is clear,01n
292622400,1979-04-10 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.5,,49.03,55.42,54.46,58.39,1007,,,76,5.99,178,,,,,,0,800,Clear,sky is clear,01n
292626000,1979-04-10 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.4,,47.68,50.34,49.55,53.04,1007,,,87,7.36,173,,,,,,0,800,Clear,sky is clear,01n
292629600,1979-04-10 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,56.86,,49.03,55.76,55.22,58.23,1007,,,75,7.02,167,,,,,,0,800,Clear,sky is clear,01d
292633200,1979-04-10 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,57.06,,48.87,55.94,55.8,58.06,1008,,,74,8.43,164,,,,,,0,800,Clear,sky is clear,01d
292636800,1979-04-11 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,58.39,,50.5,57.45,57.85,58.77,1009,,,75,9.06,165,,,,,,0,800,Clear,sky is clear,01d
292640400,1979-04-11 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,58.03,,50.52,57.11,57.79,58.33,1009,,,76,10.27,166,,,,,,0,800,Clear,sky is clear,01d
292644000,1979-04-11 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.28,,52.34,59.52,59.94,60.55,1009,,,75,10.69,163,,,,,,13,801,Clouds,few clouds,02d
292647600,1979-04-11 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,74.08,,56.39,73.72,73.49,74.88,1009,,,54,10.56,155,,,,,,71,803,Clouds,broken clouds,04d
292651200,1979-04-11 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,74.08,,56.91,73.78,73.53,74.98,1008,,,55,11.74,147,,,,,,89,804,Clouds,overcast clouds,04d
292654800,1979-04-11 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,74.12,,56.93,73.81,73.6,75.07,1007,,,55,13.13,146,,,,,,100,804,Clouds,overcast clouds,04d
292658400,1979-04-11 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,75.27,,58.01,75.09,74.79,76.19,1006,,,55,13.78,149,,,,,,96,804,Clouds,overcast clouds,04d
292662000,1979-04-11 07:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,75.74,,56.88,75.45,75.13,76.51,1006,,,52,14.94,159,,,,,,95,804,Clouds,overcast clouds,04d
292665600,1979-04-11 08:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,75.09,,55.74,74.7,74.37,75.74,1005,,,51,14.23,160,,,,,,98,804,Clouds,overcast clouds,04d
292669200,1979-04-11 09:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,74.77,,60.44,74.8,74.19,75.33,1005,,,61,12.62,152,,,,,,84,803,Clouds,broken clouds,04d
292672800,1979-04-11 10:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,68.94,,55.83,68.49,68.41,69.82,1006,,,63,9.98,133,,,,,,93,804,Clouds,overcast clouds,04d
292676400,1979-04-11 11:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,69.35,,56.66,68.99,68.86,70.11,1007,,,64,8.77,119,,,,,,94,804,Clouds,overcast clouds,04n
292680000,1979-04-11 12:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,68.23,,56.88,67.91,67.89,68.81,1007,,,67,7.61,99,,,,,,93,804,Clouds,overcast clouds,04n
292683600,1979-04-11 13:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,67.87,,57.34,67.6,67.51,68.13,1008,,,69,7.56,88,,,,,,90,804,Clouds,overcast clouds,04n
292687200,1979-04-11 14:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,68.7,,57.31,68.41,68.38,68.95,1009,,,67,7.99,89,,,,,,99,804,Clouds,overcast clouds,04n
292690800,1979-04-11 15:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,60.8,,53.2,60.15,60.35,61.23,1009,,,76,8.66,97,,,,,,100,804,Clouds,overcast clouds,04n
292694400,1979-04-11 16:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,61.83,,54.19,61.29,61.36,62.4,1010,,,76,8.37,103,,,,,,100,804,Clouds,overcast clouds,04n
292698000,1979-04-11 17:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,62.94,,55.27,62.51,62.55,63.73,1009,,,76,7.56,101,,0.21,,,,100,500,Rain,light rain,10n
292701600,1979-04-11 18:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.23,,56.26,62.92,62.47,64.09,1009,,,78,8.05,64,,0.44,,,,100,500,Rain,light rain,10n
292705200,1979-04-11 19:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.09,,57.16,62.91,62.44,63.86,1009,,,81,12.01,44,,0.87,,,,100,500,Rain,light rain,10n
292708800,1979-04-11 20:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,63.63,,59.04,63.68,62.94,64.36,1009,,,85,12.91,41,,0.86,,,,100,500,Rain,light rain,10n
292712400,1979-04-11 21:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,61.29,,59.85,61.57,60.31,61.99,1009,,,95,12.12,37,,1.46,,,,100,501,Rain,moderate rain,10n
292716000,1979-04-11 22:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,48.11,,43.2,43.12,45.72,50.2,1011,,,83,11.74,29,,3.12,,,,100,501,Rain,moderate rain,10d
292719600,1979-04-11 23:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.98,,44.01,43.25,45.81,49.57,1013,,,86,10.83,3,,5.13,,,,100,502,Rain,heavy intensity rain,10d
292723200,1979-04-12 00:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,49.6,,46.2,45.34,47.64,50.99,1015,,,88,10.63,346,,5.36,,,,100,502,Rain,heavy intensity rain,10d
292726800,1979-04-12 01:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,51.17,,48.04,50.16,49.62,52.16,1016,,,89,7.49,353,,2.51,,,,100,501,Rain,moderate rain,10d
292730400,1979-04-12 02:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,52.3,,48.87,51.37,51.42,52.93,1017,,,88,6.33,348,,1.4,,,,100,501,Rain,moderate rain,10d
292734000,1979-04-12 03:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,47.14,,46.33,43.63,46.2,48.47,1018,,,97,7.25,329,,2.04,,,,100,501,Rain,moderate rain,10d
292737600,1979-04-12 04:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,45.45,,44.91,40.19,44.38,46.81,1019,,,98,10.54,323,,2.6,,,,100,501,Rain,moderate rain,10d
292741200,1979-04-12 05:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,44.83,,43.77,38.73,43.45,46.15,1020,,,96,12.59,319,,2.17,,,,100,501,Rain,moderate rain,10d
292744800,1979-04-12 06:00:00 +0000 UTC,28800,Zhengzhou,34.74725,113.62493,43.77,,42.17,37.35,42.31,45.37,1022,,,94,12.73,319,,2.51,,,,100,501,Rain,moderate rain,10d
